Name,Department,CGPA,Contact Number,College Email,B.Tech Score,Interest Area
Gabrielle Wright,CSE,9,9208300057,gabrielle68@college.edu,95,AI
Eric Owens,ME,7,9015693170,eric78@college.edu,61,Cybersecurity
Walter Donaldson,IT,7,8224271306,walter75@college.edu,96,Cybersecurity
Mrs. Carrie Huang,CE,6,6445495679,mrs.59@college.edu,80,IoT
Sean Perry,ME,6,7966514308,sean89@college.edu,93,Data Science
Jennifer Carlson,ME,8,6286122527,jennifer13@college.edu,56,AI
Lisa Griffin,IT,10,7112795855,lisa25@college.edu,54,Data Science
Heidi Gray DVM,ME,9,7934793940,heidi35@college.edu,84,Cybersecurity
Keith Lopez,CE,10,7604768343,keith60@college.edu,59,ML
Kathy Hoffman,CSE,6,9289172418,kathy25@college.edu,59,Cybersecurity
Sarah Hill,ME,8,9629469734,sarah44@college.edu,55,Data Science
Danielle Wyatt,ECE,10,7772978806,danielle10@college.edu,86,Cloud Computing
Sarah Shaffer,CSE,7,7876179123,sarah70@college.edu,81,ML
Deanna Maynard,ECE,6,8871192210,deanna74@college.edu,84,ML
Deborah Deleon,ECE,10,9692596479,deborah45@college.edu,73,Cloud Computing
Stephen Powers,CSE,9,8960255762,stephen88@college.edu,89,Cloud Computing
Susan Cochran,IT,9,7487072630,susan30@college.edu,97,Cloud Computing
Nicholas Patterson,ME,9,8609677543,nicholas45@college.edu,99,Data Science
Michelle Mclean,CE,10,7856883400,michelle94@college.edu,55,IoT
Dakota Rogers,ME,7,7200385012,dakota65@college.edu,50,IoT
Elizabeth Robinson,CE,10,7801332272,elizabeth47@college.edu,92,Cloud Computing
Daniel Johnson,CE,8,7084421652,daniel85@college.edu,70,Cloud Computing
Alan Wong,ME,9,8146974691,alan13@college.edu,84,Data Science
Alicia Greene,CSE,8,6371901177,alicia75@college.edu,97,Data Science
Candice Ayala,ECE,7,8826214175,candice94@college.edu,75,AI
Marie Heath,ME,8,7243303233,marie86@college.edu,95,Data Science
Vanessa Martinez,CSE,9,6955089313,vanessa15@college.edu,98,Data Science
Justin Dixon,ME,10,6194130220,justin89@college.edu,58,Cybersecurity
Christine French MD,CSE,10,8829870695,christine62@college.edu,51,Cybersecurity
Kathryn Wells,ME,7,9283036103,kathryn20@college.edu,61,Data Science
Taylor Young,ECE,9,9878673012,taylor62@college.edu,83,Cloud Computing
Donna Murphy,ECE,10,7600514159,donna32@college.edu,79,Cloud Computing
Patricia Miller,IT,8,8364123716,patricia88@college.edu,50,Cybersecurity
Brittany Allen,CSE,7,7057759011,brittany25@college.edu,65,Cybersecurity
Tina Graham,IT,7,7377580757,tina17@college.edu,57,IoT
Daniel Frye,CSE,9,9545024030,daniel37@college.edu,83,ML
Amber Rodriguez,ECE,10,8206427633,amber59@college.edu,69,Data Science
Jessica Lambert,IT,10,6188345915,jessica60@college.edu,86,Data Science
Robert Stevenson,CE,8,6217527744,robert25@college.edu,90,Cloud Computing
Laura Gibson,CSE,8,9745312960,laura77@college.edu,68,AI
Eric Riggs,CE,6,9542654417,eric98@college.edu,66,Data Science
Susan Bowman,CE,7,9822718248,susan93@college.edu,72,AI
Lynn Schmitt,ME,8,8931953877,lynn55@college.edu,73,Cloud Computing
Jacqueline Franklin,CSE,6,7146289723,jacqueline71@college.edu,94,Data Science
David Brown,IT,9,8571330275,david73@college.edu,76,Data Science
Tyler White,ME,9,7785666650,tyler20@college.edu,94,Cloud Computing
Danny Henderson,IT,10,8631780972,danny40@college.edu,52,Cloud Computing
Ryan Cross,CE,7,7019115754,ryan62@college.edu,89,Data Science
William Gutierrez,ECE,9,7835241154,william98@college.edu,59,Cybersecurity
Bryan Jones,IT,8,7350729868,bryan94@college.edu,74,Cybersecurity
Monique Jackson,CE,9,8351110654,monique58@college.edu,84,Data Science
Cynthia Landry,CE,10,8161980941,cynthia30@college.edu,99,ML
Daniel Smith,ECE,8,7739278811,daniel60@college.edu,67,Cybersecurity
Taylor Walton,ECE,8,7882691647,taylor53@college.edu,75,Cloud Computing
Stacy Santos,CE,10,8489946795,stacy10@college.edu,96,ML
Stanley Brown,IT,9,8986452284,stanley94@college.edu,86,ML
Karen Cantrell,IT,6,7608950926,karen87@college.edu,65,ML
Richard Richardson,CE,10,8674784813,richard65@college.edu,61,IoT
Jennifer Griffin,CE,8,6832523405,jennifer45@college.edu,81,Data Science
Patrick Jones,CSE,7,6850378564,patrick89@college.edu,75,AI
Linda Garcia,ME,7,7531017110,linda29@college.edu,85,Cloud Computing
Angela Gray,CSE,6,7214152722,angela29@college.edu,51,AI
Tony Wilson,ME,7,9597163362,tony32@college.edu,82,IoT
Patrick Brooks,ECE,6,7810645053,patrick16@college.edu,71,ML
Rebecca Russell,ME,6,9621269652,rebecca97@college.edu,89,Cybersecurity
Karen Young,CE,6,8431849850,karen60@college.edu,60,AI
Justin White,ECE,7,7515626649,justin22@college.edu,68,IoT
James Perez,CSE,6,6783308092,james22@college.edu,86,Cloud Computing
Thomas Hernandez,ME,7,6608334808,thomas42@college.edu,59,ML
Sarah Warren,ECE,6,9545591798,sarah91@college.edu,85,Data Science
Kendra Nguyen,CSE,7,8604199710,kendra28@college.edu,90,Cloud Computing
Bonnie Morales,ME,7,6424985506,bonnie95@college.edu,64,Cloud Computing
Michelle Shields,IT,8,7046140724,michelle94@college.edu,56,Data Science
John Martin,CE,8,9438323658,john95@college.edu,66,ML
Michelle Franco,CE,9,9294783510,michelle52@college.edu,95,Cloud Computing
Charles Montgomery,CSE,6,9012198584,charles73@college.edu,69,Cybersecurity
Stacy Gonzalez,CE,6,7618348598,stacy16@college.edu,90,Data Science
Kevin Matthews,ECE,7,6529702902,kevin97@college.edu,69,Data Science
Ryan Stevens,CSE,8,6602160197,ryan46@college.edu,62,Data Science
Paul Coleman,ME,10,6307523949,paul89@college.edu,95,ML
Nathaniel Vargas,IT,7,8423594005,nathaniel92@college.edu,68,IoT
Curtis Savage,ECE,8,6471312951,curtis43@college.edu,92,Cloud Computing
Steven Collins,IT,7,6325455798,steven75@college.edu,72,Cybersecurity
Stephanie Young,CSE,8,9951566252,stephanie63@college.edu,58,ML
Lisa Andrews,CSE,8,7905018116,lisa25@college.edu,59,Cloud Computing
William Moyer,ECE,7,9314143894,william77@college.edu,100,ML
Kevin Lloyd,CSE,6,6367403350,kevin11@college.edu,56,IoT
Jason Gordon,CSE,8,6322923649,jason67@college.edu,57,IoT
Rebecca Fleming,CE,10,6802593297,rebecca94@college.edu,69,Cloud Computing
Anne Wright,CE,10,9309234726,anne76@college.edu,88,Data Science
Mark Frost,ME,6,7231025715,mark13@college.edu,55,ML
Leah Bates,CSE,7,7060361672,leah19@college.edu,89,ML
Rhonda Clay MD,CSE,6,9081950771,rhonda40@college.edu,71,Data Science
Beth Avery,IT,9,9677802843,beth62@college.edu,85,IoT
Javier Leonard,ME,7,6575906450,javier53@college.edu,79,Data Science
Christopher Chan,CSE,10,6751617591,christopher64@college.edu,78,ML
Patrick Glenn,IT,10,6034943265,patrick92@college.edu,76,IoT
Christopher Mcclain,ME,10,6659349875,christopher83@college.edu,60,Cybersecurity
James Hoffman,IT,8,9404136796,james28@college.edu,78,AI
Amber Cobb,IT,8,8118468431,amber20@college.edu,95,Cloud Computing
Chelsea Montgomery,ECE,7,8472549487,chelsea35@college.edu,83,Cybersecurity
Robert Casey,ECE,7,7248464963,robert60@college.edu,100,Data Science
Matthew Robbins,CSE,9,9125689088,matthew42@college.edu,75,AI
Janice Brewer,ME,7,7726957590,janice80@college.edu,61,Cloud Computing
Amy Hall,ME,10,6036421057,amy26@college.edu,92,IoT
Nicholas Lopez,CE,7,9447523719,nicholas96@college.edu,82,Cloud Computing
Christine Mcclain,CE,10,8628046692,christine19@college.edu,98,Data Science
Christopher Whitehead,ME,7,6931231409,christopher14@college.edu,91,Cloud Computing
Jocelyn Smith,CSE,10,9792599374,jocelyn23@college.edu,66,IoT
Kendra Fisher,IT,6,7117309420,kendra15@college.edu,100,Cybersecurity
Robert Bryan,IT,7,6840605351,robert92@college.edu,98,Cloud Computing
Walter Price,ME,7,6180698291,walter74@college.edu,97,Cloud Computing
Linda Johnson,CSE,6,9505387317,linda56@college.edu,58,ML
William Simmons,IT,9,8113092991,william48@college.edu,65,IoT
Cynthia Johnson,ME,9,8390433620,cynthia55@college.edu,89,Data Science
Brett Pugh,ECE,8,7572027225,brett58@college.edu,86,ML
Audrey Roberts,CE,6,8153683743,audrey65@college.edu,51,ML
Ian Chang,CSE,9,9335983319,ian54@college.edu,57,AI
Nichole Vincent,ME,6,8359606041,nichole52@college.edu,64,ML
Katelyn Snyder,ECE,10,7012211785,katelyn27@college.edu,59,Cybersecurity
Devin Garcia,CSE,10,8546281770,devin31@college.edu,76,AI
Kristi Craig,CE,6,9205960085,kristi78@college.edu,90,Cybersecurity
April Booth,ECE,8,9843414152,april89@college.edu,99,IoT
Joseph Harris,CSE,8,8279802100,joseph64@college.edu,65,ML
Nicole Davila,ME,7,6366674472,nicole28@college.edu,61,ML
Julia Rowe,ECE,6,8478573911,julia84@college.edu,53,ML
Susan Taylor,ME,8,9230219354,susan90@college.edu,73,Data Science
Jordan Smith,CSE,8,9741397686,jordan78@college.edu,90,Data Science
David Walker,ME,10,8131793867,david19@college.edu,86,AI
Jessica Dennis,ECE,6,6771526368,jessica19@college.edu,69,Cloud Computing
Kelly Madden,CSE,6,7005744234,kelly13@college.edu,68,Cloud Computing
Elizabeth Wilson,IT,8,6532432895,elizabeth57@college.edu,79,IoT
Kathleen Madden,CE,6,9712192489,kathleen60@college.edu,53,Cloud Computing
Amber Todd,ECE,7,9983041889,amber68@college.edu,52,Cybersecurity
Tracy Watkins,ME,6,7983723442,tracy76@college.edu,90,AI
Marie Grant,CSE,10,8997579465,marie92@college.edu,80,Cybersecurity
Sandra Wright,ME,7,7144653720,sandra16@college.edu,91,AI
Matthew Foster,ME,9,8853731853,matthew78@college.edu,70,Cloud Computing
Heather Barrett,ECE,6,6087726867,heather76@college.edu,70,Cybersecurity
Tanya Sanchez,CE,7,6675497880,tanya36@college.edu,86,Cybersecurity
Matthew Richardson,CSE,6,7201428880,matthew73@college.edu,80,ML
Matthew Wolfe,CE,8,6614792873,matthew46@college.edu,51,Cloud Computing
Joshua Hart,IT,7,9034872194,joshua42@college.edu,99,ML
Eric Pham,CSE,10,7523787922,eric13@college.edu,86,Cybersecurity
Michael Brown,IT,7,8443506281,michael51@college.edu,53,AI
Timothy Clements,CSE,10,8142107717,timothy50@college.edu,77,Cloud Computing
Brandon Larsen,ECE,10,8036426036,brandon28@college.edu,77,Cybersecurity
Sarah Cruz,CSE,6,6331468814,sarah20@college.edu,89,ML
Adriana Moses,ME,8,8641932153,adriana84@college.edu,62,Data Science
Gabriel Ali,ECE,8,6474329734,gabriel66@college.edu,100,Cybersecurity
Melinda Perry,IT,8,7845396845,melinda80@college.edu,60,AI
Kelly Fowler DDS,ECE,9,9699732367,kelly81@college.edu,70,ML
Todd Armstrong,IT,10,6564840013,todd62@college.edu,67,ML
Abigail Johnson,CE,6,6302283143,abigail37@college.edu,84,IoT
Margaret Ferguson,CSE,8,7595083838,margaret25@college.edu,88,IoT
Diane Brown,CSE,10,6756171912,diane92@college.edu,59,Cybersecurity
Christian Bryant,ME,9,9653227259,christian33@college.edu,85,IoT
Susan Santos,CE,7,6111056482,susan51@college.edu,91,ML
John Smith,ME,10,7139306331,john50@college.edu,79,Cybersecurity
Suzanne Ibarra,ME,9,9709097004,suzanne22@college.edu,72,Cybersecurity
Justin Robinson,ME,9,7306279594,justin26@college.edu,63,IoT
Travis Smith,ECE,10,6041128533,travis27@college.edu,87,Cloud Computing
Joseph Hernandez,CSE,9,8202970344,joseph49@college.edu,73,AI
Sheila Miller MD,CSE,7,6573456180,sheila91@college.edu,97,Cybersecurity
Tanya Rose,ME,8,9385452312,tanya84@college.edu,78,ML
Melissa Parker,CE,9,6123810314,melissa23@college.edu,96,IoT
Connie Jones,ECE,10,7898751863,connie92@college.edu,65,Data Science
Brandi Morrison,ECE,10,8494262128,brandi11@college.edu,85,AI
Colin Vaughn,ME,6,8337921970,colin74@college.edu,53,Cybersecurity
Matthew Sanchez,CSE,9,7983651772,matthew83@college.edu,53,AI
Michael Lopez,ME,6,8846223371,michael90@college.edu,97,ML
Jason Reyes,ECE,6,8823432264,jason97@college.edu,64,AI
Christina Schmitt,ECE,7,6608283824,christina19@college.edu,65,Cloud Computing
Vanessa Gentry,CSE,6,8649881861,vanessa63@college.edu,50,AI
Christopher Moore,ECE,8,8474170476,christopher19@college.edu,81,ML
Amy Cox,CSE,7,6601132175,amy16@college.edu,95,Cloud Computing
Cory Luna,IT,9,6772610766,cory12@college.edu,71,ML
Danielle Allen,ME,7,8505417489,danielle84@college.edu,61,ML
Jeffrey Wagner,IT,9,9759003890,jeffrey18@college.edu,78,Cloud Computing
Michael Hansen,CE,7,9049207206,michael19@college.edu,67,Cybersecurity
Kaitlyn Wright,ECE,9,8274790289,kaitlyn28@college.edu,54,IoT
Christopher Williams,IT,10,7571660126,christopher47@college.edu,81,Cloud Computing
Elizabeth Rhodes,ECE,7,8761341276,elizabeth45@college.edu,65,IoT
Denise Peters,IT,8,7883469647,denise14@college.edu,66,Cloud Computing
Alicia Nicholson,CE,8,8513372779,alicia27@college.edu,97,ML
Bradley Nunez,ME,7,7891253043,bradley16@college.edu,78,AI
Rickey White,ME,6,6605084090,rickey77@college.edu,89,ML
Michael Jimenez,CSE,9,9417161716,michael35@college.edu,55,AI
Jessica Stanton,IT,10,6725477127,jessica22@college.edu,61,Cloud Computing
Miss Kaylee Bond,ECE,10,7529266493,miss88@college.edu,55,IoT
Jennifer Brock,ECE,10,9210762075,jennifer59@college.edu,78,AI
Tina Garcia,IT,8,6704536921,tina65@college.edu,90,ML
Mr. Terry Sullivan DDS,IT,9,7508610661,mr.42@college.edu,86,IoT
Matthew Cook,IT,9,7502190011,matthew91@college.edu,76,IoT
Jennifer Long,CE,10,8628487777,jennifer94@college.edu,77,AI
Diane Hunter,CE,10,8521996272,diane42@college.edu,91,Cybersecurity
Catherine Alexander,CE,6,9587740127,catherine42@college.edu,98,ML
James Murray,IT,8,8361197519,james19@college.edu,81,ML
Lisa Mcdaniel,ECE,9,8151714903,lisa97@college.edu,90,IoT
Debbie Gibson,CSE,7,9960142425,debbie11@college.edu,64,AI
Brian Webb,CE,6,7556236268,brian22@college.edu,56,Cloud Computing
Amanda King,CE,8,7999026183,amanda13@college.edu,74,ML
Danielle Stephens,IT,8,7079976879,danielle33@college.edu,90,ML
Richard Leon,CE,9,8897012526,richard29@college.edu,94,Cloud Computing
Patrick Rivera,ECE,10,9779477648,patrick81@college.edu,92,Cloud Computing
Tammy Copeland,ME,10,7769476146,tammy48@college.edu,65,Cybersecurity
Joshua Perry,CSE,7,7660703781,joshua67@college.edu,99,AI
Nicole Cameron,CSE,8,7406234634,nicole94@college.edu,64,Cloud Computing
Robert Howard,CSE,10,7689641995,robert42@college.edu,50,Cybersecurity
Laurie Thornton,CSE,7,8944070787,laurie73@college.edu,71,AI
Henry Acevedo,CE,6,6473715517,henry10@college.edu,53,Cybersecurity
Shawn Bryant,CE,6,9456319277,shawn74@college.edu,57,Cybersecurity
Robin Pruitt,IT,7,7579414143,robin27@college.edu,91,Data Science
Allison Coleman,CSE,10,6923901757,allison29@college.edu,78,ML
Gabriela Smith,IT,10,8278045523,gabriela60@college.edu,76,Cloud Computing
Charles Nunez,IT,6,9353960921,charles10@college.edu,88,IoT
Brent Lee,CE,10,9720503857,brent71@college.edu,68,ML
Janet Newman,CSE,8,6807734008,janet11@college.edu,59,ML
Anthony Henry,ECE,6,7899794720,anthony74@college.edu,55,Data Science
Lawrence Brown,ECE,10,9367402594,lawrence99@college.edu,87,IoT
Austin Kim,CE,9,8817798854,austin95@college.edu,56,Cloud Computing
Dale Cohen,CSE,8,8491490949,dale45@college.edu,87,ML
Bianca Thomas,CE,6,7456505365,bianca16@college.edu,99,ML
Rhonda Kim,CE,9,6899155371,rhonda42@college.edu,77,Cloud Computing
Kathleen Martin DVM,ECE,6,8180585267,kathleen59@college.edu,50,Cloud Computing
Manuel Murphy,IT,6,9371980613,manuel47@college.edu,97,Data Science
Amy Garza,IT,9,7642329756,amy84@college.edu,100,Data Science
Samantha Ramos,IT,9,8363806327,samantha92@college.edu,84,AI
Paul Elliott,ME,10,7681792262,paul88@college.edu,53,Cloud Computing
Lindsay Stone,ECE,6,8821942593,lindsay98@college.edu,53,AI
Vanessa Fletcher,ME,6,7550351699,vanessa42@college.edu,62,IoT
Travis Bryant,IT,7,7531951240,travis87@college.edu,58,IoT
Ronald Myers,CSE,6,7810610938,ronald59@college.edu,67,Data Science
Rachel Ellison,ME,9,6883177120,rachel68@college.edu,65,IoT
Alexis Green,ME,6,9932346580,alexis53@college.edu,59,AI
Richard Powell,IT,8,6640077136,richard73@college.edu,99,IoT
Joseph Pierce,ECE,10,8482782118,joseph42@college.edu,71,Cloud Computing
Alexis White,ECE,7,6616985603,alexis23@college.edu,91,Cloud Computing
Ethan Raymond,ME,8,9386768186,ethan24@college.edu,70,AI
Tracy Frederick,ME,7,9605471124,tracy13@college.edu,67,ML
Dana Ayala,CE,9,7769688370,dana63@college.edu,77,ML
Alexis Robinson,CSE,10,7451917249,alexis29@college.edu,67,Data Science
Richard Nolan,IT,7,7419209362,richard84@college.edu,84,Cloud Computing
Felicia Weiss,CE,9,9676758541,felicia19@college.edu,97,AI
Casey Thomas,ME,7,9384380586,casey45@college.edu,60,IoT
Joy Martin,CSE,9,7114858668,joy12@college.edu,74,Cybersecurity
Anthony Sanders,ECE,7,6576248677,anthony90@college.edu,69,Cloud Computing
Dillon Black,CE,9,8106165663,dillon92@college.edu,83,Data Science
Rebekah Patterson,ME,6,7956458189,rebekah52@college.edu,83,Cloud Computing
Lindsey Roy,ECE,9,7115165754,lindsey89@college.edu,98,ML
Charles Craig,ME,7,9624816272,charles78@college.edu,98,ML
Anthony Kelley,ECE,6,7074151177,anthony41@college.edu,91,Cloud Computing
Jennifer Parsons,ECE,9,7685417043,jennifer94@college.edu,73,AI
Norman Henson,ECE,10,8069659904,norman16@college.edu,51,Data Science
Frank Lee,CSE,7,6329974615,frank35@college.edu,70,Cloud Computing
Brooke Lawrence,ME,8,8345286214,brooke49@college.edu,61,IoT
Amy Strickland,ECE,10,7672791657,amy19@college.edu,80,ML
Joshua Castro,ME,9,8984578086,joshua16@college.edu,97,ML
Michael Rodgers,CE,10,7619002852,michael48@college.edu,64,AI
Kendra Horn,ME,6,7854327561,kendra27@college.edu,64,ML
Jeffrey Santiago,CE,7,8419087785,jeffrey39@college.edu,99,AI
Erica Hanna,CSE,8,6609064795,erica61@college.edu,82,ML
Valerie Richardson,CE,6,8392598519,valerie21@college.edu,51,Cybersecurity
Nicole Brooks,CE,10,9557456955,nicole26@college.edu,57,AI
Thomas Contreras,ME,8,6896075296,thomas68@college.edu,85,IoT
Lawrence Miller,CE,6,9665116761,lawrence33@college.edu,82,IoT
Michelle Cole,IT,6,6362552595,michelle55@college.edu,89,AI
Anthony Walters,ME,9,7697963003,anthony39@college.edu,85,Cloud Computing
Travis Boyd,CSE,6,6300328702,travis79@college.edu,88,IoT
Diane Santos,CE,7,6164270964,diane81@college.edu,91,IoT
Troy Martinez,IT,6,9434379005,troy69@college.edu,99,IoT
Logan Gomez,ME,8,7447267204,logan89@college.edu,81,Cybersecurity
Jon Jackson,ME,6,8183406793,jon50@college.edu,74,AI
Dr. Darren Walker,IT,7,7239645385,dr.82@college.edu,53,Data Science
Sherri Elliott,IT,6,9736108138,sherri80@college.edu,67,IoT
Kelsey Durham,IT,8,9140688216,kelsey44@college.edu,95,ML
Paul Sharp,CE,9,6618173110,paul72@college.edu,81,AI
Robert Watson,CSE,7,8728165762,robert30@college.edu,51,Cloud Computing
Arthur Thomas,ME,9,6092901828,arthur82@college.edu,86,ML
Lynn Smith,CSE,9,9875327187,lynn68@college.edu,83,IoT
Mrs. Monica Edwards,CE,10,9010597636,mrs.70@college.edu,76,Cloud Computing
Justin Williams,ME,6,9374765669,justin64@college.edu,58,Cloud Computing
John Knight,ME,7,7723500565,john60@college.edu,88,AI
Karen Cruz,ME,10,6332521285,karen39@college.edu,94,Cybersecurity
Sherri Berg,CE,10,6347514684,sherri75@college.edu,67,Cloud Computing
Jasmine Rogers,CE,10,6060857313,jasmine82@college.edu,60,Cloud Computing
Ryan Pearson,ME,9,7492579069,ryan39@college.edu,67,IoT
Sarah Ray,CE,7,6464950282,sarah42@college.edu,73,AI
Jeanette Powers,CE,7,7119791391,jeanette53@college.edu,100,AI
Kristopher Crosby,IT,7,6962692158,kristopher47@college.edu,64,Cybersecurity
Penny Nelson,IT,8,6128264565,penny76@college.edu,73,Cybersecurity
Samuel Barnett,ME,9,7992481549,samuel77@college.edu,100,ML
Joseph Paul,ECE,8,8391263463,joseph90@college.edu,77,Data Science
Ashley Mcdaniel,CE,10,8475482912,ashley19@college.edu,87,AI
Kayla Vazquez,ME,8,7725655583,kayla55@college.edu,96,IoT
Chelsea Collins,IT,8,9668347342,chelsea25@college.edu,58,IoT
Nathan Vaughn,ME,6,9277107921,nathan60@college.edu,77,AI
Brian Santiago,CSE,8,7321966486,brian22@college.edu,72,AI
Leslie King,IT,7,9687673202,leslie62@college.edu,87,Data Science
Erik Richards,IT,7,9848173511,erik21@college.edu,69,AI
Joshua Johnson,CE,8,6017978461,joshua82@college.edu,97,AI
Hannah Bryan,CSE,6,8789299010,hannah68@college.edu,85,Cloud Computing
James Moore,CE,6,6334246596,james33@college.edu,87,ML
Adam Adams,ME,7,8243189239,adam98@college.edu,91,Cloud Computing
Stephen Moss,CSE,6,7828348180,stephen21@college.edu,51,Cybersecurity
Gary Ayers,CSE,7,6492911457,gary92@college.edu,75,IoT
Jennifer Henderson,CE,6,8233182224,jennifer50@college.edu,89,Cybersecurity
Dwayne Aguilar,CE,8,6891746931,dwayne25@college.edu,54,Cybersecurity
Lori Johnson,IT,6,6876358602,lori65@college.edu,62,Cloud Computing
Erin Pratt,IT,10,9561305577,erin89@college.edu,50,IoT
Miss Lauren Newman,IT,7,7040244726,miss12@college.edu,80,Data Science
Stephanie Martin,CSE,10,6238710743,stephanie10@college.edu,69,Data Science
Amber Jones,CSE,9,6243898275,amber12@college.edu,100,ML
Tamara Martinez,CE,7,6216046707,tamara62@college.edu,50,AI
Erik Haynes,ECE,9,9835404220,erik21@college.edu,90,Data Science
Stephen Duncan,CE,7,6871488341,stephen54@college.edu,100,Cybersecurity
Melissa Taylor,CSE,6,9145003571,melissa99@college.edu,89,ML
Cory Bonilla,CE,6,7514713537,cory48@college.edu,55,ML
Joseph Gates,ME,9,6893198359,joseph97@college.edu,90,AI
Ashley Thomas,CE,10,8850283526,ashley70@college.edu,96,Cybersecurity
Kevin Lopez,IT,8,8895259916,kevin44@college.edu,73,ML
Logan Gilbert,ECE,8,6207857686,logan49@college.edu,71,Cloud Computing
Duane Miller,ECE,7,8977045563,duane47@college.edu,80,ML
Karen Morales,CSE,10,9216487026,karen62@college.edu,78,Data Science
Mrs. Jennifer Rivas,IT,6,9125106928,mrs.78@college.edu,100,Cloud Computing
Susan Morales,ECE,7,7804600812,susan85@college.edu,58,Data Science
Bradley Benson,ME,8,9333370325,bradley51@college.edu,52,ML
Christopher Anderson,IT,10,6050246357,christopher25@college.edu,61,Cybersecurity
Daniel Hoover,CSE,10,9336849742,daniel73@college.edu,59,AI
Michael Smith,IT,6,8696499299,michael42@college.edu,75,Cybersecurity
John Sanchez,ME,8,7550175914,john81@college.edu,86,IoT
Justin Best,IT,9,7577099915,justin99@college.edu,87,AI
Andrew Rosario,CE,8,8256021527,andrew56@college.edu,58,AI
Alison Hester,ME,8,9089661226,alison37@college.edu,100,Cybersecurity
Ryan Bowers,CE,8,9374656331,ryan14@college.edu,83,ML
Joseph Jackson,CE,10,7361713793,joseph41@college.edu,58,Cloud Computing
Summer Gill,IT,6,8959060777,summer16@college.edu,58,Data Science
Denise Smith,IT,9,6826556245,denise23@college.edu,56,IoT
James Roberts,ME,8,7839934769,james22@college.edu,75,Data Science
Barbara Reyes,CE,6,7331533001,barbara51@college.edu,60,Cloud Computing
Raymond Quinn,ECE,6,9542009406,raymond84@college.edu,95,IoT
Jessica Gibbs,CE,6,9214290295,jessica19@college.edu,63,AI
Brian Ward,CE,8,9619277434,brian57@college.edu,59,Data Science
Sheri Acosta,CSE,6,8049742133,sheri66@college.edu,94,Cloud Computing
Andrew Shaw,ECE,8,8802125301,andrew45@college.edu,81,ML
Ronald Brown,CSE,9,7811937836,ronald93@college.edu,65,Data Science
Kenneth King,ECE,6,8725108709,kenneth58@college.edu,85,Cloud Computing
Scott Cooper,ECE,9,6459998127,scott33@college.edu,94,ML
Stephen Jones,IT,8,6170560294,stephen99@college.edu,93,Cybersecurity
Kathy Wells,CE,10,7469284023,kathy38@college.edu,68,Data Science
Melinda Brown,CE,9,7108592685,melinda55@college.edu,95,AI
Christopher Davis,ME,7,6604009527,christopher98@college.edu,99,Cybersecurity
Eric Gallegos,ME,6,8817998052,eric15@college.edu,82,AI
Catherine Phillips,CSE,6,8469099428,catherine88@college.edu,95,ML
Ronald Watson,ECE,9,7444030574,ronald17@college.edu,84,Data Science
Luis Humphrey,IT,8,8599192399,luis86@college.edu,59,Data Science
Debra Holt,IT,10,8771954749,debra99@college.edu,68,Cybersecurity
Willie Coleman,IT,8,6739112315,willie98@college.edu,64,AI
Kelsey Shah,CE,7,7131917593,kelsey62@college.edu,81,IoT
Nathaniel Freeman,IT,6,6257910161,nathaniel10@college.edu,97,IoT
Shawn Jones,CE,7,8395497632,shawn92@college.edu,72,Cybersecurity
Randall Bailey,IT,7,6660422885,randall34@college.edu,84,Cybersecurity
Kara Pierce,ME,6,9329101495,kara98@college.edu,58,IoT
Mary Mcguire,IT,7,7187832230,mary69@college.edu,60,Cybersecurity
Cameron Aguilar,ME,8,7488460032,cameron23@college.edu,73,ML
Joseph Garcia,ECE,10,8193394886,joseph15@college.edu,60,AI
Francisco Lopez,CE,9,9016078122,francisco72@college.edu,93,IoT
Mr. Jeffrey May,IT,7,9963972572,mr.44@college.edu,54,Cybersecurity
John Guerrero,ME,7,6467075053,john32@college.edu,83,IoT
Sherry Cantrell,CE,8,8964496966,sherry97@college.edu,69,Data Science
Vickie Fitzgerald,ME,6,6793873015,vickie28@college.edu,95,AI
Ronald Davis,CSE,7,7801271340,ronald79@college.edu,97,AI
Jacob Wilson,CSE,6,6391164486,jacob98@college.edu,55,AI
Curtis Lewis,ME,6,8750252008,curtis30@college.edu,86,Cloud Computing
David Austin MD,CE,9,9384155119,david88@college.edu,93,IoT
Brittany Shaw,CE,8,9857890296,brittany65@college.edu,94,ML
Jake Green,CSE,6,9731838496,jake37@college.edu,53,ML
William Williams,ECE,8,9715012208,william95@college.edu,74,AI
David Morris,CSE,6,8969948456,david84@college.edu,75,IoT
Mrs. Jennifer Hall,ECE,7,6399560361,mrs.20@college.edu,94,Cloud Computing
William Rogers,ME,8,9809762337,william89@college.edu,51,IoT
David Reed,CSE,8,6721244439,david16@college.edu,100,Cybersecurity
Martha Chapman,CSE,7,9615535785,martha57@college.edu,99,AI
Tiffany Moore,IT,8,8232588647,tiffany12@college.edu,61,Cloud Computing
Dr. Kim Carroll,CE,8,8566258220,dr.40@college.edu,81,AI
Jessica Arnold,ME,7,7692848051,jessica46@college.edu,61,IoT
Scott Melendez,IT,8,6651392516,scott65@college.edu,72,Cybersecurity
Amy Hunt,ME,9,8736773295,amy61@college.edu,94,Cybersecurity
Matthew Larsen,ME,9,9104162912,matthew57@college.edu,60,ML
Timothy Mcgrath,ME,10,8065459799,timothy13@college.edu,71,Cybersecurity
